"품목명","단위","등급","가격","산지","친환경구분","입력일"
"[귤]귤(천혜향)","10kg","특(1등)","18000","제주 서귀포시","일반","20200124"
"[귤]귤(천혜향)","3kg","특(1등)","15000","제주 서귀포시","일반","20200124"
"[귤]귤(천혜향)","3kg","특(1등)","20000","제주 제주시","일반","20200124"
"[귤]귤(천혜향)","3kg","특(1등)","19000","제주 제주시","일반","20200124"
"[귤]귤(천혜향)","5kg","특(1등)","28000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","4500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","4500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","2000","제주 제주시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","2500","제주 제주시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","2500","제주 제주시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","3000","제주 제주시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","3000","제주 제주시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","2000","제주 제주시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","4000","제주 제주시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","1000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","3000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","3500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","4000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","4000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","4000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","5000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","5500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","6000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","6500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","7500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","8500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","1500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","2000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","2000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","2500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","3000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","10000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","6500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","7500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","9000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","5000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","상(2등)","5000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","특(1등)","6000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","6000","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","2500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","4500","제주 서귀포시","일반","20200124"
"[귤]귤(조생)","5kg","보통(3등)","8500","제주 서귀포시","일반","20200124"
"[귤]귤(비가림)","5kg","특(1등)","6000","제주 제주시","일반","20200124"
"[귤]귤(비가림)","5kg","특(1등)","8000","제주 서귀포시","일반","20200124"
"[귤]귤(비가림)","5kg","상(2등)","12000","제주 제주시","일반","20200124"
"[귤]귤(비가림)","5kg","특(1등)","4000","제주 제주시","일반","20200124"
"[귤]귤(비가림)","5kg","특(1등)","20000","제주 서귀포시","일반","20200124"
"[귤]귤(비가림)","5kg","특(1등)","10000","제주 서귀포시","일반","20200124"
"[귤]귤(비가림)","5kg","특(1등)","13500","제주 서귀포시","일반","20200124"
"[귤]귤(비가림)","5kg","상(2등)","15000","제주 서귀포시","일반","20200124"
"[귤]귤(비가림)","5kg","보통(3등)","18000","제주 서귀포시","일반","20200124"
"[굴국산]굴국산","3kg","보통(3등)","30000","경남 남해","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","15000","전남 여수","일반","20200124"
"[굴국산]굴국산","4kg","보통(3등)","40000","전남 고흥(나로도)","일반","20200124"
"[굴국산]굴국산","4kg","보통(3등)","48000","전남 고흥(나로도)","일반","20200124"
"[굴국산]굴국산","4kg","보통(3등)","33000","전남 고흥(나로도)","일반","20200124"
"[굴국산]굴국산","4kg","보통(3등)","50000","전남 고흥(나로도)","일반","20200124"
"[굴국산]굴국산","4kg","보통(3등)","52000","전남 고흥(나로도)","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","17000","경남 통영","일반","20200124"
"[굴국산]굴국산","3kg","보통(3등)","27000","경남 통영","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","28000","경남 통영","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","19000","경남 통영","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","16000","경남 통영","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","19500","경남 통영","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","18000","경남 통영","일반","20200124"
"[굴국산]굴국산","3kg","보통(3등)","28000","경남 통영","일반","20200124"
"[굴국산]굴국산","3kg","보통(3등)","33000","경남 마산(고성,진해)","일반","20200124"
"[굴국산]굴국산","3kg","보통(3등)","26000","경남 남해","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","18000","전남 여수","일반","20200124"
"[굴국산]굴국산","2kg","보통(3등)","48000","경남 남해","일반","20200124"
"[곶감]반건시","14kg","특(1등)","52500","경북 청도군","일반","20200124"
"[곶감]반건시","14.4kg","특(1등)","104000","경북 청도군","일반","20200124"
"[곶감]반건시","13.6kg","특(1등)","80000","경북 청도군","일반","20200124"
"[곶감]곶감(선물용)","13kg","특(1등)","35000","경북 청도군","일반","20200124"
"[곶감]곶감(기타)",".9kg","특(1등)","6300","경북 청도군","일반","20200124"
"[곶감]곶감(기타)",".6kg","특(1등)","3300","경북 청도군","일반","20200124"
"[곶감]곶감(기타)","1.9kg","특(1등)","12000","경북 청도군","일반","20200124"
"[곶감]곶감(기타)",".8kg","특(1등)","4800","경북 청도군","일반","20200124"
"[곶감]곶감(기타)",".7kg","특(1등)","4500","경북 청도군","일반","20200124"
"[곶감]곶감(계란판)","13.6kg","특(1등)","64000","경북 청도군","일반","20200124"
"[곶감]곶감(계란판)","14.4kg","특(1등)","80000","경북 청도군","일반","20200124"
"[곶감]곶감(계란판)","10kg","특(1등)","60000","경북 청도군","일반","20200124"
"[곶감]곶감",".5kg","특(1등)","2800","경북 청도군","일반","20200124"
"[곶감]곶감(계란판)","10kg","특(1등)","78000","경북 청도군","일반","20200124"
"[곶감]곶감",".8kg","특(1등)","5000","경북 청도군","일반","20200124"
"[곶감]곶감","2.8kg","특(1등)","17000","경북 상주시","일반","20200124"
"[곶감]곶감","2.8kg","특(1등)","16500","경북 상주시","일반","20200124"
"[곶감]곶감","15kg","특(1등)","70000","경북 청도군","일반","20200124"
"[곶감]곶감","15kg","특(1등)","60000","경북 청도군","일반","20200124"
"[곶감]곶감","15kg","특(1등)","128000","경북 청도군","일반","20200124"
"[곶감]곶감","10kg","특(1등)","112000","경북 청도군","일반","20200124"
"[곶감]곶감","15kg","특(1등)","104000","경북 청도군","일반","20200124"
"[곶감]곶감","10kg","특(1등)","75000","경북 청도군","일반","20200124"
"[곶감]감말랭이","10kg","특(1등)","62500","경북 청도군","일반","20200124"
"[곶감]감말랭이","10kg","특(1등)","100000","경북 청도군","일반","20200124"
"[곶감]감말랭이","10kg","특(1등)","75000","경북 청도군","일반","20200124"
"[곶감]감말랭이","6kg","5등","30000","경북 청도군","일반","20200124"
"[고추]홍청양","10kg","특(1등)","50000","경남 밀양시","일반","20200124"
"[고추]홍청양","10kg","특(1등)","38000","광주 남구","일반","20200124"
"[고추]홍청양","10kg","특(1등)","31000","경남 진주시","일반","20200124"
"[고추]홍청양","8kg","특(1등)","10000","경남 진주시","일반","20200124"
"[고추]홍청양","10kg","특(1등)","15000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","특(1등)","43000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","상(2등)","13000","경남 진주시","일반","20200124"
"[고추]홍고추","4.5kg","상(2등)","5850","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","특(1등)","66000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","특(1등)","30000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","상(2등)","21000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","특(1등)","61000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","특(1등)","62000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","특(1등)","36000","경남 진주시","일반","20200124"
"[고추]홍고추","11kg","특(1등)","39600","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","상(2등)","18000","경남 진주시","일반","20200124"
"[고추]홍고추","10kg","특(1등)","28000","전남 나주시","일반","20200124"
"[고추]홍고추","10kg","상(2등)","3000","전남 나주시","일반","20200124"
"[고추]홍고추","12kg","상(2등)","12000","경남 진주시","일반","20200124"
"[고추]홍고추","9kg","상(2등)","18900","경남 진주시","일반","20200124"
"[고추]홍고추","14kg","특(1등)","1000","경남 밀양시","일반","20200124"
"[고추]청초(고추)","10kg","9등(등외)","3000","전남 나주시","일반","20200124"
"[고추]청초","8kg","상(2등)","16800","경남 밀양시","일반","20200124"
"[고추]청초","10kg","상(2등)","21000","경남 밀양시","일반","20200124"
"[고추]청초","5kg","특(1등)","27000","경남 밀양시","일반","20200124"
"[고추]청초","10kg","특(1등)","54000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","42000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","30000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","53000","경남 진주시","일반","20200124"
"[고추]청양고추","9kg","특(1등)","36000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","40000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","27000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","58000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","28000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","41000","경남 진주시","일반","20200124"
"[고추]청양고추","5kg","특(1등)","27500","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","29000","경남 진주시","일반","20200124"
"[고추]청양고추","14kg","상(2등)","40600","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","55000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","32000","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","43000","경남 진주시","일반","20200124"
"[고추]청양고추","8kg","상(2등)","10000","경남 밀양시","일반","20200124"
"[고추]청양고추","8kg","특(1등)","36800","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","46000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","62000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","27000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","21000","광주 남구","일반","20200124"
"[고추]청양고추","10kg","상(2등)","18000","광주 남구","일반","20200124"
"[고추]청양고추","10kg","특(1등)","37000","광주 남구","일반","20200124"
"[고추]청양고추","10kg","특(1등)","56000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","26000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","40000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","24000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","63000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","30000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","25000","경남 밀양시","일반","20200124"
"[고추]청양고추","5kg","특(1등)","21500","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","49000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","43000","경남 밀양시","일반","20200124"
"[고추]청양고추","5kg","특(1등)","27000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","54000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","28000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","58000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","48000","경남 밀양시","일반","20200124"
"[고추]청양고추","10kg","상(2등)","30000","경남 고성군","일반","20200124"
"[고추]청양고추","13kg","상(2등)","39000","경남 고성군","일반","20200124"
"[고추]청양고추","10kg","특(1등)","53000","경남 고성군","일반","20200124"
"[고추]청양고추","12kg","상(2등)","34800","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","22000","광주 남구","일반","20200124"
"[고추]청양고추","10kg","상(2등)","26000","경남 진주시","일반","20200124"
"[고추]청양고추","8kg","특(1등)","35200","경남 진주시","일반","20200124"
"[고추]청양고추","14kg","상(2등)","36400","경남 진주시","일반","20200124"
"[고추]청양고추","10kg","특(1등)","44000","경남 진주시","일반","20200124"
"[고추]청양(고추)","9kg","특(1등)","37500","경남 진주시","우수농산물","20200124"
"[고추]청양(고추)","12kg","상(2등)","23000","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","45000","경남 진주시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","21000","경남 진주시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","39000","경남 진주시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","21500","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","41000","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","상(2등)","21000","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","37500","경남 진주시","일반","20200124"
"[고추]청양(고추)","12kg","상(2등)","20000","경남 창원시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","39000","경남 창원시","일반","20200124"
"[고추]청양(고추)","10kg","상(2등)","20000","경남 창원시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","38500","경남 창원시","일반","20200124"
"[고추]청양(고추)","10kg","상(2등)","23500","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","40000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","25000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","51500","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","22000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","9등(등외)","29000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","38000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","27000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","52500","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","19500","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","9등(등외)","31000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","41000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","15000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","35500","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","20000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","43000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","7.5kg","9등(등외)","16000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","21000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","특(1등)","33000","경남 창원시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","23500","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","47000","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","50500","경남 진주시","일반","20200124"
"[고추]청양(고추)","12kg","특(1등)","59000","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","상(2등)","20000","경남 진주시","우수농산물","20200124"
"[고추]청양(고추)","14kg","상(2등)","27000","경남 진주시","우수농산물","20200124"
"[고추]청양(고추)","10kg","상(2등)","20000","경남 진주시","일반","20200124"
"[고추]청양(고추)","10kg","특(1등)","43000","경남 진주시","우수농산물","20200124"
"[고추]오이아삭이","10kg","상(2등)","15000","경남 진주시","우수농산물","20200124"
"[고추]오이아삭이","10kg","특(1등)","60000","경남 진주시","우수농산물","20200124"
"[고추]오이맛고추","10kg","특(1등)","68000","경남 진주시","일반","20200124"
"[고추]오이맛고추","11kg","특(1등)","74800","경남 진주시","일반","20200124"
"[고추]오이맛고추","10kg","상(2등)","23000","경남 진주시","일반","20200124"
"[고추]오이맛고추","10kg","특(1등)","49000","경남 진주시","일반","20200124"
"[고추]오이맛고추","10kg","상(2등)","21000","충남 공주시","일반","20200124"
"[고추]오이맛고추","10kg","특(1등)","43000","충남 공주시","일반","20200124"
"[고추]오이맛고추","10kg","상(2등)","21000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","3.6kg","특(1등)","21000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","3.6kg","특(1등)","25000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","10kg","특(1등)","1000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","7kg","특(1등)","700","경남 밀양시","일반","20200124"
"[고추]오이맛고추","3.6kg","특(1등)","23000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","10kg","상(2등)","17000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","4kg","특(1등)","26800","경남 밀양시","일반","20200124"
"[고추]오이맛고추","10kg","특(1등)","67000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","3.6kg","특(1등)","24000","경남 밀양시","일반","20200124"
"[고추]오이맛고추","5kg","상(2등)","8500","경남 밀양시","일반","20200124"
"[고추]오이맛고추","10kg","상(2등)","21000","경남 고성군","일반","20200124"
"[고추]오이맛고추","10kg","특(1등)","75000","경남 고성군","일반","20200124"
"[고추]오이맛고추","10kg","상(2등)","22000","경남 진주시","일반","20200124"
"[고추]오이맛고추","10kg","상(2등)","25000","경남 진주시","일반","20200124"
"[고추]오이맛고추","10kg","특(1등)","78000","경남 진주시","일반","20200124"
"[고추]롱그린(고추)","12kg","특(1등)","81000","경남 창녕군","일반","20200124"
"[고추]롱그린(고추)","10kg","특(1등)","68500","경남 창녕군","일반","20200124"
"[고추]롱그린(고추)","10kg","상(2등)","15500","경남 창녕군","일반","20200124"
"[고추]롱그린(고추)","11kg","상(2등)","14500","경남 창녕군","일반","20200124"
"[고추]롱그린(고추)","10kg","특(1등)","45000","경남 창녕군","일반","20200124"
"[고추]녹광","10kg","상(2등)","10000","경남 진주시","일반","20200124"
"[고추]녹광","10kg","특(1등)","58000","경남 진주시","일반","20200124"
"[고추]녹광","10kg","특(1등)","53000","경남 진주시","일반","20200124"
"[고추]녹광","12kg","특(1등)","63600","경남 진주시","일반","20200124"
"[고추]녹광","10kg","상(2등)","7000","경남 진주시","일반","20200124"
"[고추]녹광","10kg","특(1등)","55000","경남 진주시","일반","20200124"
"[고추]녹광","7kg","특(1등)","30000","경남 진주시","일반","20200124"
"[고추]녹광","15kg","상(2등)","8000","경남 진주시","일반","20200124"
"[고추]녹광","10kg","특(1등)","47000","전남 광양시","일반","20200124"
"[고추]녹광","10kg","상(2등)","8000","전남 광양시","일반","20200124"
"[고추]녹광","10kg","상(2등)","10000","경남 밀양시","일반","20200124"
"[고추]녹광","10kg","특(1등)","64000","경남 밀양시","일반","20200124"
"[고추]녹광","11kg","특(1등)","70400","경남 밀양시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","18000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","14000","경남 진주시","일반","20200124"
"[고추]꽈리고추","3kg","특(1등)","10000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","상(2등)","10000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","17000","경남 밀양시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","12000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","16000","경남 진주시","일반","20200124"
"[고추]꽈리고추","10kg","상(2등)","20000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","상(2등)","12000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","17000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","24000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","20000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","상(2등)","11000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","22000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","19000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","9등(등외)","11000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","18500","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","상(2등)","10500","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","13500","경남 밀양시","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","15000","충남 예산군","일반","20200124"
"[고추]꽈리고추","4kg","특(1등)","15500","경남 밀양시","우수농산물","20200124"
"[고추]꽈리고추","4kg","특(1등)","15000","경남 진주시","일반","20200124"
"[고추]꽈리고추","4kg","상(2등)","8000","경남 진주시","일반","20200124"
"[고추]고추(청양고추)","10kg","상(2등)","27000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","9등(등외)","20000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","특(1등)","45000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","상(2등)","20000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","8kg","상(2등)","16000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","특(1등)","48000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","9등(등외)","21000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","상(2등)","25000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","9등(등외)","22000","경남 진주시","전환기","20200124"
"[고추]고추(청양고추)","10kg","특(1등)","49000","경남 진주시","전환기","20200124"
"[고추]고추(청양)","10kg","특(1등)","33000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","23000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","45000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","50000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","21000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","40000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","41000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","20000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","11kg","상(2등)","22000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","35000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","12kg","특(1등)","42000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","7kg","상(2등)","11900","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","17000","경남 진주시","일반","20200124"
"[고추]고추(청양)","11kg","상(2등)","18700","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","52000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","26000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","45000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","21000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","44000","경남 진주시","일반","20200124"
"[고추]고추(청양)","5kg","특(1등)","20000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","25000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","40000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","26000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","51000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","4kg","특(1등)","14400","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","18000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","36000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","4kg","상(2등)","7200","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","58000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","11000","전남 나주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","23000","전남 나주시","일반","20200124"
"[고추]고추(청양)","10kg","보통(3등)","6500","전남 나주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","56000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","24000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","43000","경남 밀양시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","21000","경남 창녕군","일반","20200124"
"[고추]고추(청양)","11kg","상(2등)","23100","경남 창녕군","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","48000","경남 창녕군","일반","20200124"
"[고추]고추(청양)","11kg","특(1등)","52800","경남 창녕군","일반","20200124"
"[고추]고추(청양)","7kg","특(1등)","32200","경남 창녕군","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","46000","경남 창녕군","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","50000","경남 창녕군","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","20000","경남 창녕군","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","17000","경남 창녕군","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","34000","경남 창녕군","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","13000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","47000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","상(2등)","28000","경남 진주시","일반","20200124"
"[고추]고추(청양)","13kg","상(2등)","36400","경남 진주시","일반","20200124"
"[고추]고추(청양)","14kg","특(1등)","63000","경남 진주시","일반","20200124"
"[고추]고추(청양)","10kg","특(1등)","42000","경남 진주시","일반","20200124"
"[고추]고추(오이맛)","10kg","상(2등)","25000","경남 진주시","일반","20200124"
"[고추]고추(오이맛)","3.6kg","특(1등)","22000","경남 밀양시","일반","20200124"
"[고추]고추(오이맛)","3.6kg","특(1등)","18500","경남 밀양시","일반","20200124"
"[고추]고추(오이맛)","10kg","상(2등)","27000","경남 밀양시","일반","20200124"
"[고추]고추(오이맛)","3.6kg","특(1등)","23000","경남 밀양시","일반","20200124"
"[고추]고추(오이맛)","10kg","상(2등)","24000","경남 밀양시","일반","20200124"
"[고추]고추(오이맛)","10kg","특(1등)","84000","경남 밀양시","일반","20200124"
